text,name,in_1764,in_1778,in_names_omitted,division,occupation_abbr,occupation,sect_abbr,sect,start_1,end_1,start_2,end_2,born,born_about,died,died_about,died_after,age,flourished,flourished_about,flourished_before,flourished_after,flourished_century,lived
Al Mansur d. 775. 63,Al Mansur,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,712,775,712,775,,,775,FALSE,FALSE,63,,,,,,
Al Mochtar d. 689. 66,Al Mochtar,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,623,689,623,689,,,689,FALSE,FALSE,66,,,,,,
Alonzo 6th. of Castile d. 1109,Alonzo 6th. of Castile,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1079,1109,1039,1109,,,1109,FALSE,FALSE,,,,,,,
Alonzo the great of Castile d. 912. 63,Alonzo the great of Castile,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,849,912,849,912,,,912,FALSE,FALSE,63,,,,,,
Alpetragius fl. 1149 M,Alpetragius,FALSE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1129,1159,1099,1179,,,,,,,1149,FALSE,FALSE,FALSE,FALSE,
Alphonsus of Arragon d. 1284. 67,Alphonsus of Arragon,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1217,1284,1217,1284,,,1284,FALSE,FALSE,67,,,,,,
Alphonsus Henriques of Portugal d. 1185. 75,Alphonsus Henriques of Portugal,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1110,1185,1110,1185,,,1185,FALSE,FALSE,75,,,,,,
Alredus d. ab. 1128 H,Alredus,TRUE,FALSE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1098,1128,1058,1128,,,1128,TRUE,FALSE,,,,,,,
"Alva (John, Duke of) d. 1582. 74","Alva (John, Duke of)",TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1508,1582,1508,1582,,,1582,FALSE,FALSE,74,,,,,,
"Alva (Ferdinand, Duke of) d. 1582. 74","Alva (Ferdinand, Duke of)",FALSE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1508,1582,1508,1582,,,1582,FALSE,FALSE,74,,,,,,
Amasis d. 526 BC,Amasis,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-555,-525,-595,-525,,,-525,FALSE,FALSE,,,,,,,
Amaziah d. 809 BC,Amaziah,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-838,-808,-878,-808,,,-808,FALSE,FALSE,,,,,,,
Ambrose d. 397 F,Ambrose,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,367,397,327,397,,,397,FALSE,FALSE,,,,,,,
Ambrosius d. 508,Ambrosius,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,478,508,438,508,,,508,FALSE,FALSE,,,,,,,
Ambrosius Autpertus d. 778 D,Ambrosius Autpertus,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,748,778,708,778,,,778,FALSE,FALSE,,,,,,,
Amenophis d. 887 BC,Amenophis,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-916,-886,-956,-886,,,-886,FALSE,FALSE,,,,,,,
Amir Yahia fl. 1541 H,Amir Yahia,FALSE,TRUE,TRUE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1521,1551,1491,1571,,,,,,,1541,FALSE,FALSE,FALSE,FALSE,
Ammianus Marcellinus d. ab. 380 H,Ammianus Marcellinus,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,350,380,310,380,,,380,TRUE,FALSE,,,,,,,
Ammon d. ab. 1002 BC,Ammon,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-1031,-1001,-1071,-1001,,,-1001,TRUE,FALSE,,,,,,,
Ammonius d. 247 ab. 80 F,Ammonius,TRUE,FALSE,FALSE,Divines and Metaphysicians,F,Christian Father,,,167,247,167,247,,,247,FALSE,FALSE,,,,,,,
Ammonius d. 248 ab. 80 F,Ammonius,FALSE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,168,248,168,248,,,248,FALSE,FALSE,,,,,,,
Ammonius Grammaticus fl. 389 Cr,Ammonius Grammaticus,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,369,399,339,419,,,,,,,389,FALSE,FALSE,FALSE,FALSE,
Ammonius Hermaeae filius fl. 500 H P.,Ammonius Hermaeae filius,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,480,510,450,530,,,,,,,500,FALSE,FALSE,FALSE,FALSE,
Amos fl. 790 J,Amos,TRUE,FALSE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,770,800,740,820,,,,,,,790,FALSE,FALSE,FALSE,FALSE,
Amos d. ab. 785 BC J,Amos,FALSE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,-814,-784,-854,-784,,,-784,TRUE,FALSE,,,,,,,
Amosis fl. 1070 BC,Amosis,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-1089,-1059,-1119,-1039,,,,,,,-1069,FALSE,FALSE,FALSE,FALSE,
Ampelius fl. 320 H,Ampelius,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,300,330,270,350,,,,,,,320,FALSE,FALSE,FALSE,FALSE,
Amphictyon fl. 963 BC,Amphictyon,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-982,-952,-1012,-932,,,,,,,-962,FALSE,FALSE,FALSE,FALSE,
Amru Ebn Al As d. 664,Amru Ebn Al As,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,634,664,594,664,,,664,FALSE,FALSE,,,,,,,
Anacharsis fl. 590 BC H P.,Anacharsis,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,-609,-579,-639,-559,,,,,,,-589,FALSE,FALSE,FALSE,FALSE,
Anacreon d. 474 BC 85 P,Anacreon,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-558,-473,-558,-473,,,-473,FALSE,FALSE,85,,,,,,
Anatolius fl. 270 F,Anatolius,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,250,280,220,300,,,,,,,270,FALSE,FALSE,FALSE,FALSE,
Anastasius d. 518. 87,Anastasius,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,431,518,431,518,,,518,FALSE,FALSE,87,,,,,,
Anastasius Alexandrinus d. 155. 72 Cr,Anastasius Alexandrinus,TRUE,FALSE,FALSE,Orators and Critics,Cr,Critic,,,83,155,83,155,,,155,FALSE,FALSE,72,,,,,,
Anastasius Bibliotheca d. 886 Cr,Anastasius Bibliotheca,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,856,886,816,886,,,886,FALSE,FALSE,,,,,,,
Anaxagoras Claz. d. 428 BC 72 H P. Ion,Anaxagoras Claz.,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Ion,Ionic,-499,-427,-499,-427,,,-427,FALSE,FALSE,72,,,,,,
Anaxarchus fl. 340 BC H P. Eleat,Anaxarchus,FALSE,TRUE,TRUE,Divines and Metaphysicians,H P,Philosopher,Eleat,Eleatic,-359,-329,-389,-309,,,,,,,-339,FALSE,FALSE,FALSE,FALSE,
Anaximander d. 547 BC 64 H P. Ion,Anaximander,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Ion,Ionic,-610,-546,-610,-546,,,-546,FALSE,FALSE,64,,,,,,
Anaximenes d. 504 BC H P. Ion,Anaximenes,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Ion,Ionic,-533,-503,-573,-503,,,-503,FALSE,FALSE,,,,,,,
Andocides b. 468 BC liv. af. 399 BC Or,Andocides,TRUE,TRUE,FALSE,Orators and Critics,Or,Orator,,,-467,-398,-467,-388,-467,FALSE,,,,,,,,,,-398
Andrea del Sarto d. 1520. 42 Pa,Andrea del Sarto,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1478,1520,1478,1520,,,1520,FALSE,FALSE,42,,,,,,
Andreas Cretensis d. 724 D,Andreas Cretensis,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,694,724,654,724,,,724,FALSE,FALSE,,,,,,,
Andreas J. d. 1347 L,Andreas J.,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,1317,1347,1277,1347,,,1347,FALSE,FALSE,,,,,,,
Andriscus d. 148 BC,Andriscus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-177,-147,-217,-147,,,-147,FALSE,FALSE,,,,,,,
Andronicus Rhodius fl. 59 BC H P. Per,Andronicus Rhodius,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Per,Peripatetic,-78,-48,-108,-28,,,,,,,-58,FALSE,FALSE,FALSE,FALSE,
Angelo M. d. 1564. 89 Pa,Angelo M.,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1475,1564,1475,1564,,,1564,FALSE,FALSE,89,,,,,,
Angriani d. 1416 D,Angriani,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1386,1416,1346,1416,,,1416,FALSE,FALSE,,,,,,,
Anianus Alex. fl. 402 H,Anianus Alex.,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,382,412,352,432,,,,,,,402,FALSE,FALSE,FALSE,FALSE,
Anien fl. 506 L,Anien,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,486,516,456,536,,,,,,,506,FALSE,FALSE,FALSE,FALSE,
Annibal Caro. d. 1566 Pa,Annibal Caro.,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1536,1566,1496,1566,,,1566,FALSE,FALSE,,,,,,,
Anniceris fl. 260 BC H P. Cyr,Anniceris,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Cyr,Cyrenaic,-279,-249,-309,-229,,,,,,,-259,FALSE,FALSE,FALSE,FALSE,
Annius of Viterbo d. 1492 D,Annius of Viterbo,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1462,1492,1422,1492,,,1492,FALSE,FALSE,,,,,,,
Anselm d. 1109. 76 D,Anselm,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1033,1109,1033,1109,,,1109,FALSE,FALSE,76,,,,,,
Ansgar fl. 820 D,Ansgar,FALSE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,800,830,770,850,,,,,,,820,FALSE,FALSE,FALSE,FALSE,
Anson d. 1762,Anson,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1732,1762,1692,1762,,,1762,FALSE,FALSE,,,,,,,
Anthony Marc d. 30 BC 53,Anthony Marc,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-82,-29,-82,-29,,,-29,FALSE,FALSE,53,,,,,,
Anthony of Padua d. 1231 D,Anthony of Padua,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1201,1231,1161,1231,,,1231,FALSE,FALSE,,,,,,,
Antigonus d. 301 BC 88,Antigonus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-388,-300,-388,-300,,,-300,FALSE,FALSE,88,,,,,,
Antigonus Carystius fl. 260 BC Cr,Antigonus Carystius,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,-279,-249,-309,-229,,,,,,,-259,FALSE,FALSE,FALSE,FALSE,
Antigonus Doson d. 221 BC,Antigonus Doson,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-250,-220,-290,-220,,,-220,FALSE,FALSE,,,,,,,
Antigonus Gonatus d. 243 BC,Antigonus Gonatus,TRUE,FALSE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-272,-242,-312,-242,,,-242,FALSE,FALSE,,,,,,,
Antigonus Gonatus d. 243 BC ab. 80,Antigonus Gonatus,FALSE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-322,-242,-322,-242,,,-242,FALSE,FALSE,,,,,,,
Antinous d. 131,Antinous,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,101,131,61,131,,,131,FALSE,FALSE,,,,,,,
Antiochus d. 187. 52,Antiochus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,135,187,135,187,,,187,FALSE,FALSE,52,,,,,,
Antiochus fl. 60 BC H P. Ac,Antiochus,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Ac,Academic,-79,-49,-109,-29,,,,,,,-59,FALSE,FALSE,FALSE,FALSE,
Antipater d. 319 BC,Antipater,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-348,-318,-388,-318,,,-318,FALSE,FALSE,,,,,,,
Antipater L. Coelius fl. 121 BC H,Antipater L. Coelius,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,-140,-110,-170,-90,,,,,,,-120,FALSE,FALSE,FALSE,FALSE,
Antipater Tarsensis fl. 144 BC H P. Sto,Antipater Tarsensis,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Sto,Stoic,-163,-133,-193,-113,,,,,,,-143,FALSE,FALSE,FALSE,FALSE,
Antiphon d. 411 BC Or,Antiphon,TRUE,TRUE,FALSE,Orators and Critics,Or,Orator,,,-440,-410,-480,-410,,,-410,FALSE,FALSE,,,,,,,
Antisthenes fl. 396 BC H P. Cyn,Antisthenes,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Cyn,Cynic,-415,-385,-445,-365,,,,,,,-395,FALSE,FALSE,FALSE,FALSE,
Antoninus Pius d. 161. 75,Antoninus Pius,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,86,161,86,161,,,161,FALSE,FALSE,75,,,,,,
Antonio M fl. 1460 Pa,Antonio M,FALSE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1440,1470,1410,1490,,,,,,,1460,FALSE,FALSE,FALSE,FALSE,
"Antonius M. Sen, d. 87 BC 56 Or","Antonius M. Sen,",TRUE,TRUE,FALSE,Orators and Critics,Or,Orator,,,-142,-86,-142,-86,,,-86,FALSE,FALSE,56,,,,,,
Antonius Liberalis fl. 60 Cr,Antonius Liberalis,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,40,70,10,90,,,,,,,60,FALSE,FALSE,FALSE,FALSE,
Antonius Monachus d. 357. 105 F,Antonius Monachus,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,252,357,252,357,,,357,FALSE,FALSE,105,,,,,,
Antonius Melissa fl. ab. 780 Cr,Antonius Melissa,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,,,730,810,,,,,,,780,TRUE,FALSE,FALSE,FALSE,
Antonius Musa fl. 23 BC Ph,Antonius Musa,TRUE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,-42,-12,-72,8,,,,,,,-22,FALSE,FALSE,FALSE,FALSE,
Apelles fl. 334 BC Pa,Apelles,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,-353,-323,-383,-303,,,,,,,-333,FALSE,FALSE,FALSE,FALSE,
Aphthonius fl. 180 Cr,Aphthonius,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,160,190,130,210,,,,,,,180,FALSE,FALSE,FALSE,FALSE,
Apicius fl. ab. 110 Cr,Apicius,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,,,60,140,,,,,,,110,TRUE,FALSE,FALSE,FALSE,
Apollinaris Sidonius d. 482 F,Apollinaris Sidonius,TRUE,FALSE,FALSE,Divines and Metaphysicians,F,Christian Father,,,452,482,412,482,,,482,FALSE,FALSE,,,,,,,
Apollinaris Sidonius d. 482. 52 F,Apollinaris Sidonius,FALSE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,430,482,430,482,,,482,FALSE,FALSE,52,,,,,,
Apollinarius Senior fl. 362 P,Apollinarius Senior,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,342,372,312,392,,,,,,,362,FALSE,FALSE,FALSE,FALSE,
Apollodorus fl. 120 BC Pa,Apollodorus,TRUE,FALSE,FALSE,Poets and Artists,Pa,Painter,,,-139,-109,-169,-89,,,,,,,-119,FALSE,FALSE,FALSE,FALSE,
Apollodorus fl. 120 BC Ar,Apollodorus,FALSE,TRUE,FALSE,Poets and Artists,Ar,Architect,,,-139,-109,-169,-89,,,,,,,-119,FALSE,FALSE,FALSE,FALSE,
Apollodorus fl. 104 BC P,Apollodorus,FALSE,TRUE,FALSE,Poets and Artists,P,Poet,,,-123,-93,-153,-73,,,,,,,-103,FALSE,FALSE,FALSE,FALSE,
Apollodorus Atheniensis fl. 115 BC Cr,Apollodorus Atheniensis,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,-134,-104,-164,-84,,,,,,,-114,FALSE,FALSE,FALSE,FALSE,
Apollonius Dyscolus fl. 140 Cr,Apollonius Dyscolus,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,120,150,90,170,,,,,,,140,FALSE,FALSE,FALSE,FALSE,
Apollonius Pergamensis fl. 242 BC M,Apollonius Pergamensis,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,-261,-231,-291,-211,,,,,,,-241,FALSE,FALSE,FALSE,FALSE,
Apollonius Rhodius fl. 230 BC P,Apollonius Rhodius,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-249,-219,-279,-199,,,,,,,-229,FALSE,FALSE,FALSE,FALSE,
Apollonius Rhodius fl. 76 BC Cr,Apollonius Rhodius,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,-95,-65,-125,-45,,,,,,,-75,FALSE,FALSE,FALSE,FALSE,
Apollonius Tyaneus d. 97. H P.,Apollonius Tyaneus,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,67,97,27,97,,,97,FALSE,FALSE,,,,,,,
Appian fl. 143 H,Appian,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,123,153,93,173,,,,,,,143,FALSE,FALSE,FALSE,FALSE,
Appion fl. 35 Cr,Appion,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,15,45,-15,65,,,,,,,35,FALSE,FALSE,FALSE,FALSE,
Appius Cl. Decemvir d. 443 BC,Appius Cl. Decemvir,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-472,-442,-512,-442,,,-442,FALSE,FALSE,,,,,,,
Apries d. 571 BC,Apries,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-600,-570,-640,-570,,,-570,FALSE,FALSE,,,,,,,
Apsines fl. 238 Cr,Apsines,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,218,248,188,268,,,,,,,238,FALSE,FALSE,FALSE,FALSE,
Apuleius fl. 147 H P.,Apuleius,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,127,157,97,177,,,,,,,147,FALSE,FALSE,FALSE,FALSE,
Aquila fl. 120 J,Aquila,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,100,130,70,150,,,,,,,120,FALSE,FALSE,FALSE,FALSE,
Aquinas Th. d. 1274 D,Aquinas Th.,TRUE,FALSE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1244,1274,1204,1274,,,1274,FALSE,FALSE,,,,,,,
Aquinas Th. d. 1274. 48 D,Aquinas Th.,FALSE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1226,1274,1226,1274,,,1274,FALSE,FALSE,48,,,,,,
Arator fl. 560 P,Arator,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,540,570,510,590,,,,,,,560,FALSE,FALSE,FALSE,FALSE,
Aratus d. 213. 62,Aratus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,151,213,151,213,,,213,FALSE,FALSE,62,,,,,,
Aratus fl. 277 BC M,Aratus,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,-296,-266,-326,-246,,,,,,,-276,FALSE,FALSE,FALSE,FALSE,
Arbogastes d. 394,Arbogastes,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,364,394,324,394,,,394,FALSE,FALSE,,,,,,,
Arbuthnot d. 1735 P,Arbuthnot,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,1705,1735,1665,1735,,,1735,FALSE,FALSE,,,,,,,
Arcadius d. 408 31,Arcadius,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,377,408,377,408,,,408,FALSE,FALSE,31,,,,,,
Arcesilaus d. ab. 241 BC 71 H P. Ac,Arcesilaus,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Ac,Academic,-311,-240,-311,-240,,,-240,TRUE,FALSE,71,,,,,,
Archagathus fl. 219 BC Ph,Archagathus,TRUE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,-238,-208,-268,-188,,,,,,,-218,FALSE,FALSE,FALSE,FALSE,
Archilaus fl. 450. H P. Ion,Archilaus,TRUE,FALSE,FALSE,Divines and Metaphysicians,H P,Philosopher,Ion,Ionic,430,460,400,480,,,,,,,450,FALSE,FALSE,FALSE,FALSE,
Archelaus fl. 450. H P. Ion,Archelaus,FALSE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Ion,Ionic,430,460,400,480,,,,,,,450,FALSE,FALSE,FALSE,FALSE,
Archias fl. 719 BC,Archias,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-738,-708,-768,-688,,,,,,,-718,FALSE,FALSE,FALSE,FALSE,
Archilochus fl. 660 BC P,Archilochus,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-679,-649,-709,-629,,,,,,,-659,FALSE,FALSE,FALSE,FALSE,
Archimedes d. 212 BC M,Archimedes,TRUE,FALSE,FALSE,Mathematicians and Physicians,M,Mathematician,,,-241,-211,-281,-211,,,-211,FALSE,FALSE,,,,,,,
Archimedes d. 212 BC M,Archimedes,FALSE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,-241,-211,-281,-211,,,-211,FALSE,FALSE,,,,,,,
Archytas d. af. 360 BC M,Archytas,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,-379,-359,-419,-349,,,-359,FALSE,TRUE,,,,,,,
"Ardern, John, fl. 1370. Ph","Ardern, John,",FALSE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,1350,1380,1320,1400,,,,,,,1370,FALSE,FALSE,FALSE,FALSE,
Arechis of Benevento d. 641,Arechis of Benevento,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,611,641,571,641,,,641,FALSE,FALSE,,,,,,,
Aredius fl. 500 L,Aredius,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,480,510,450,530,,,,,,,500,FALSE,FALSE,FALSE,FALSE,
Arete fl. 377. H P. Cyr,Arete,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Cyr,Cyrenaic,357,387,327,407,,,,,,,377,FALSE,FALSE,FALSE,FALSE,
Aretaeus Cappadox fl. ab. 300 BC Ph .,Aretaeus Cappadox,TRUE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,,,-349,-269,,,,,,,-299,TRUE,FALSE,FALSE,FALSE,
Aretine L. d. 1443. 74 H,Aretine L.,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1369,1443,1369,1443,,,1443,FALSE,FALSE,74,,,,,,
Aretine Peter d.1556. ab. 65 Cr,Aretine Peter,FALSE,TRUE,TRUE,Orators and Critics,Cr,Critic,,,1491,1556,1491,1556,,,1556,FALSE,FALSE,,,,,,,
Argyropylus d. 1480. 70 Cr,Argyropylus,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1410,1480,1410,1480,,,1480,FALSE,FALSE,70,,,,,,
Arion fl. 620 BC Mu,Arion,TRUE,TRUE,FALSE,Poets and Artists,Mu,Musician,,,-639,-609,-669,-589,,,,,,,-619,FALSE,FALSE,FALSE,FALSE,
Ariosto d. 1533. 59 P,Ariosto,TRUE,FALSE,FALSE,Poets and Artists,P,Poet,,,1474,1533,1474,1533,,,1533,FALSE,FALSE,59,,,,,,
Ariosto d. 1533. 59 Pa,Ariosto,FALSE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1474,1533,1474,1533,,,1533,FALSE,FALSE,59,,,,,,
Aristarchus d. 155 BC 72 Cr,Aristarchus,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,-226,-154,-226,-154,,,-154,FALSE,FALSE,72,,,,,,
Aristarchus of Samos fl. 264 BC M,Aristarchus of Samos,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,-283,-253,-313,-233,,,,,,,-263,FALSE,FALSE,FALSE,FALSE,
Aristaenetus d. 358 Cr,Aristaenetus,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,328,358,288,358,,,358,FALSE,FALSE,,,,,,,
Aristus fl. 290 BC M,Aristus,FALSE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,-309,-279,-339,-259,,,,,,,-289,FALSE,FALSE,FALSE,FALSE,
Aristenes Alexius fl. 1160 L,Aristenes Alexius,TRUE,FALSE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,1140,1170,1110,1190,,,,,,,1160,FALSE,FALSE,FALSE,FALSE,
Aristenes (Alexius) fl. 1160 L,Aristenes (Alexius),FALSE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,1140,1170,1110,1190,,,,,,,1160,FALSE,FALSE,FALSE,FALSE,
Aristides fl. 480 BC,Aristides,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-499,-469,-529,-449,,,,,,,-479,FALSE,FALSE,FALSE,FALSE,
Aristides fl. 127 F,Aristides,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,107,137,77,157,,,,,,,127,FALSE,FALSE,FALSE,FALSE,
Aristides Alius d. 185. 60 Cr,Aristides Alius,TRUE,FALSE,FALSE,Orators and Critics,Cr,Critic,,,125,185,125,185,,,185,FALSE,FALSE,60,,,,,,
Aristides Ælius d. 185. 60 Cr,Aristides Ælius,FALSE,FALSE,FALSE,Orators and Critics,Cr,Critic,,,125,185,125,185,,,185,FALSE,FALSE,60,,,,,,
Aristides of Thebes fl. 340 BC Pa,Aristides of Thebes,FALSE,TRUE,TRUE,Poets and Artists,Pa,Painter,,,-359,-329,-389,-309,,,,,,,-339,FALSE,FALSE,FALSE,FALSE,
Aristippus fl. 392 BC H P. Cyr,Aristippus,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Cyr,Cyrenaic,-411,-381,-441,-361,,,,,,,-391,FALSE,FALSE,FALSE,FALSE,
Aristo Coeus d. ab. 183 BC H P. Per,Aristo Coeus,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Per,Peripatetic,-212,-182,-252,-182,,,-182,TRUE,FALSE,,,,,,,
